content|author
Lịch sử là truyện kí của quốc gia và nhân loại.|Lev Tolstoy
Tổ quốc quan trọng hơn sinh mệnh, là cha mẹ của chúng ta, là đất đai của chúng ta.|Marie Curie
Khi giải quyết tranh chấp riêng tư, trước pháp luật, mọi người đều bình đẳng.|Xiusdide
Duy chỉ có phục tùng pháp luật mà mọi người đã đặt ra vì mình mới là tự do.|Rousseau
Bạn có thể khiến mọi người rời bỏ quê hương họ, nhưng bạn không thể cướp mất quê hương trong trái tim họ.|Dos Parsons
Công dân tự do chính là cá nhân có thể dùng lời nói và chữ viết biểu đạt tự do của niềm tin chính trị; khoan dung chính là tôn trọng bất kỳ tín ngưỡng nào của người khác.|Einstein
Dù tôi không làm gì cũng luôn nghĩ, nếu tinh thần và sức lực cho phép, tôi chỉ muốn phục vụ cho tổ quốc mình trước tiên.|Pavlov
Pháp luật là đạo đức biển hiện ra bên ngoài, đạo đức là pháp luật ẩn giấu bên trong.|Lincoln
Mục đích của quốc gia là mưu cầu hạnh phúc cho nhân dân.|Hegel
Một ngày nào đó tự do bắt đầu bén rễ, nó trở thành một loại thực vật sinh trưởng cực nhanh.|Washington
Chân lý và tổ quốc không thể tách rời nhau, chúng phải hợp làm một.|Romain Rolland
Có hai sức mạnh mang đến sự yên ổn: pháp luật và đạo đức.|Geothe
Chỉ có quốc gia mới đáng được bảo vệ, đáng được quan tâm, đáng để bạn tận trung.|Mark Twain
Người không yêu tự do và chân lý, có thể trở thành người mạnh mẽ nhất, nhưng tuyệt đối không thể trở thành người vĩ đại.|Voltaire
Đạo đức cao thượng nhất của nhân loại là gì? Đó chính là lòng yêu nước.|Napoleon
Với nhân dân, quyền lực duy nhất là pháp luật; với cá nhân, quyền lực duy nhất là lương tâm.|Hugo
Tình yêu gia đình là mầm mống của tình yêu quê hương và của nhân đức xã hội.|P. Bokentanô
Sự phát triển của chính trị, pháp quyền, triết học, tôn giáo, văn học, nghệ thuật… đều lấy kinh tế làm cơ sở. Nhưng chúng lại ảnh hưởng lẫn nhau và ảnh hưởng tới cơ sở kinh tế.|Engels
Tình yêu, việc làm, gia đình, tôn giáo, mỹ thuật, lòng ái quốc là những ngôn từ rỗng tuếch đối với kẻ đói ăn.|O. Henry
Một dân tộc tìm cách tránh chiến tranh bằng cái giá của sự nhục nhã thì cuối cùng sẽ nhận lấy cả sự nhục nhã và chiến tranh.|Winston Churchill
Sự nghiệp đừng mong không bị chông gai, vì không bị chông gai thì chí nguyện không kiên cường.|Khổng Tử
Thành công không phải chìa khóa mở cửa hạnh phúc. Hạnh phúc là chìa khóa dẫn tới thành công. Nếu bạn yêu điều bạn đang làm, bạn sẽ thành công.|Khuyết Danh
Cái tuổi nhảy sang Hai Lăm nhanh như điện, cứ như ngủ một giấc, tỉnh dậy và biết rằng cơm áo gạo tiền đáng lo hơn là cái cô đơn nằm dằn lòng ở đâu đó. Cái tuổi mà người ta không thể hỏi "đam mê ở đâu?" mà người ta phải hỏi "kiếm tiền ở đâu bây giờ?"|Khuyết Danh
Tôi tin rằng khoảng một nửa những gì khác biệt giữa doanh nhân thành đạt và không thành đạt là sự kiên trì tuyệt đối.|Steve Jobs
Thực ra rất nhiều người con gái không hề quan tâm bạn có nhiều tiền hay không, điều cô ấy quan tâm chỉ là bạn có nỗ lực phấn đấu để thay đổi hiện tại hay không; cô ấy không quan tâm trong cuộc sống liệu bạn có gặp nhiều khó khăn hay không, cô ấy chỉ quan tâm liệu bạn có thể đứng dậy sau mỗi lần vấp ngã; cô ấy không quan tâm bạn có lãng mạn hay không, điều cô ấy muốn là có thể cảm nhận được tình yêu của bạn mỗi ngày; cô ấy không để ý tình trạng hiện nay của bạn ra sao, cô ấy chỉ muốn biết liệu có thể nhìn thấy được tương lai của hai người hay không.|Hòa Hỏa
Thật khó để khiến những người có mọi thứ quan tâm tới những người chẳng có thứ gì.|Helen Keller
Không còn trẻ, chúng ta sẽ nói tuổi trẻ thật tốt; nhìn thấy cái chết, sẽ nói sống thật tốt. Khi đau lòng, không được như ý, lại không nói ra được sống có gì hay. Nhưng nếu không thể sống tiếp cũng không nhìn thấy quanh co, trắc trở của đời người, cũng sẽ không biết đau khổ mà mình từng cho rằng không thể chịu đựng được rồi sẽ qua đi. Khi bạn cho rằng lòng đã hoang vắng, thì nó lại nở hoa một cách bất ngờ. Khoảnh khắc ấy, tất cả mọi hoang vắng đều trở thành chuyện xưa. Sống được chính là quân vương.|Trương Tiểu Nhàn
Thay vì so sánh mình với những người may mắn hơn mình, ta nên so sánh mình với số đông con người. Và rồi sẽ có vẻ như chúng ta là những người may mắn.|Helen Keller
Nhiệm vụ của thanh niên không phải là đòi hỏi Nước nhà đã cho mình những gì, mà phải tự hỏi mình đã làm gì cho Nước nhà? Mình phải làm thế nào cho ích lợi Nước nhà nhiều hơn? Mình đã vì lợi ích Nước nhà mà hy sinh phấn đấu đến chừng nào?|Hồ Chí Minh
Nhiều người có ý tưởng sai lầm về điều sản sinh ra hạnh phúc đích thực. Nó không đạt được qua sự tự thỏa mãn mà qua sự trung thành với một mục đích đáng giá.|Helen Keller
Thành công là một người thầy tồi tệ. Nó quyến rũ những người thông minh vào ý nghĩ rằng họ không thể thất bại.|Bill Gates
Cuộc đời này là như thế đấy, đàn ông tìm kiếm giàu sang, phụ nữ tìm kiếm đàn ông. Đàn ông hy sinh phụ nữ để tạo dựng thành công cho chính mình, phụ nữ hy sinh chính mình để tạo dựng thành công cho đàn ông. Nếu chúng ta phải hy sinh nhiều thế thì tuyệt đối không được hy sinh cho nhầm người.|Huyền Ân & Thi Định Nhu
Ta không thể kiểm soát mọi thứ xảy ra với mình, nhưng ta có thể kiểm soát thái độ của ta đối với những điều xảy đến với ta, và như thế, ta sẽ kiểm soát sự thay đổi thay vì để nó kiểm soát ta.|Brian Tracy
Mẹ không có ô tô, mẹ không có xe máy, nhưng được ấp sau lưng mẹ là hạnh phúc lớn nhất của đời con.|Khuyết Danh
Nếu bạn nghĩ rằng giáo viên của mình thật hắc ám thì hãy đợi đến khi bạn làm việc dưới trướng một ông chủ. Rồi bạn sẽ thấy với ông ta thì không có khái niệm nhiệm kỳ nắm quyền.|Bill Gates
Trong đời người ta sẽ bị ném đá một vài lần, đau lắm lắm nhưng chết vì mấy cục đá đó thì lãng phí quá…|Nguyễn Ngọc Tư
Bạn sẽ không thể kiếm được 40.000 USD/năm ngay sau khi tốt nghiệp trung học. Bạn cũng không là một ông sếp lớn có điện thoại gắn trên ô tô cho đến khi bạn kiếm được hai thứ đó.|Bill Gates
Bạn không cần phải trở thành thiên tài hay người có tầm nhìn hoặc tốt nghiệp đại học thì mới được coi là thành công. Bạn chỉ cần có một nền tảng và có ước mơ.|Michael Dell
Nếu bạn sinh ra trong nghèo khó, đó không phải là lỗi của bạn. Nhưng nếu bạn chết trong nghèo khó, thì đó là lỗi của bạn.|Bill Gates
Là người giàu nhất trong nghĩa trang không quan trọng với tôi… Khi đi ngủ và nghĩ rằng mình đã làm điều gì đó tuyệt vời… đây mới là điều tôi quan trọng.|Steve Jobs
Một người chỉ toàn vẹn khi có một người bạn chân thực có thể hiểu mình, chia sẻ mọi đam mê và buồn phiền và ủng hộ mình suốt cả cuộc đời.|Jennifer L. Armentrout
Tôi không có ý niệm muốn làm gì trong tương lai và cũng không hiểu trường học sẽ giúp tôi xác định lối đi thế nào. Ở đó, tôi tiêu hết số tiền mà bố mẹ dành dụm cả đời. Vì thế tôi quyết định nghỉ học với niềm tin rằng rồi mọi chuyện sẽ ổn cả thôi.|Steve Jobs
Trước khi số đông con người tràn đầy tinh thần trách nhiệm đối với lợi ích của người khác, công bằng xã hội sẽ chẳng bao giờ đạt được.|Helen Keller
Kiên nhẫn là yếu tố quan trọng của thành công.|Bill Gates
Khi bạn có tiền trong tay, chỉ có bạn quên mất mình là ai. Nhưng khi bạn không có đồng nào, cả thế giới sẽ quên mất bạn là ai. Đó là cuộc sống!|Bill Gates
Mô hình cho kinh doanh của tôi là ban nhạc The Beatles: Họ là 4 chàng trai đã tạo nên sự cân bằng cho nhau, tạo nên sự nổi tiếng cho lẫn nhau. Với tôi, tổng số là quan trọng hơn so với những phần rời rạc.|Steve Jobs
Thành công và hạnh phúc nằm trong bạn. Quyết tâm hạnh phúc, và niềm vui sẽ đi cùng bạn để hình thành đạo quân bất khả chiến bại chống lại nghịch cảnh.|Helen Keller
Apple không phải là sàn diễn của riêng tôi. Ở đây còn có rất nhiều con người tài năng khác, thậm chí là những người bị cả thế giới nói rằng là một kẻ thua cuộc. Nhưng họ sẽ thay đổi khi đến với Apple dưới sự quản lý của một đội ngũ nhân sự cao cấp.|Steve Jobs
Muốn đăng xuất khỏi một hệ thống, bạn phải đăng nhập trước đã.|Phạm Tùng
Mọi gia đình hạnh phúc đều giống nhau. Còn những gia đình bất hạnh thì hoàn toàn khác nhau.|Lev Tolstoi
Lạy chúa, xin đừng bao giờ để con thấy mùa hè không hoa đỏ, lồng không chim, tổ ong trống vắng, gia đình không con.|Victor Hugo
Tất cả kho báu trên Trái đất không thể nào sánh bằng hạnh phúc gia đình.|Calderon
Trong gia đình cả chồng lẫn vợ đều phải biết phục thiện và thông cảm lẫn nhau. Khi người đàn ông có điều lỗi chớ tránh né trước những lời trách móc của vợ phải công nhận, người đàn bà khi có chuyện trái phải thành thật xin lỗi cùng chồng. Con người không ai toàn mỹ, chuyện vợ chồng cũng thế mà thôi. Biết phục thiện và tha thứ cho nhau thì gia đình càng ngày càng trở nên hạnh phúc, ngược lại càng ngoan cố bao nhiêu thì gia đình càng dễ dàng tan vỡ bấy nhiêu.|Gina Lombrosso
Không gia đình, con người học yêu thương, đoàn kết và hy sinh ở đâu?|E. Souvestre
Duy chỉ có ở nơi gia đình, người ta mới tìm được chốn nương thân để chống lại những tai ương của số mệnh.|Euripides
Nếu muốn tinh thần bổn phận đâm rễ trong cốt tuỷ và biến thành nguồn sống thì ta hãy nhờ gia đình.|J. Simon
Người ta gọi gia đình là một nhóm người phối hợp bởi một dòng máu và bất hoà bởi những vấn đề tiền bạc.|Rey
Dấu hiệu thứ nhất của hạnh phúc gia đình là tình yêu gia đình.|Montlosie
Ai đánh vợ thì giống như đâm vào bao bột – hạt tốt thì bay đi còn hạt tồi thì đọng lại.|Tục ngữ Pháp
Con hiếu thảo, cha mẹ vui, nhà hoà thuận, muôn việc thành.|Thái Công
Linh hồn của gia đình êm dịu và nhân nghĩa cho kẻ nào yêu mến, kính trọng nó.|O.Gréard
Hãy để người vợ khiến chồng mình vui vẻ trở về nhà, và hãy để người chồng khi mình rời nhà sẽ khiến nàng nuối tiếc.|Martin Luther
Vợ không phải là người tình mà là người bạn trăm năm. Và chúng ta phải sớm tập làm quen với ý nghĩ yêu nàng khi nàng luống tuổi và cả khi nàng sẽ là một bà già.|Bielinsky
Trị quốc thì dễ nhưng tề gia thì khó.|Danh ngôn Trung Quốc
Hôn nhân không thể là dấu chấm hết cho bản ngã, mà phải là phương tiện để khẳng định những bản ngã tốt đẹp.|Frued
Người đàn bà khóc trước khi cưới, còn người đàn ông thì khóc sau đó.|Tục ngữ Ba Lan
Trước khi kết hôn, đàn ông phải nằm thức suốt đêm để nghĩ về điều bạn nói: kết hôn xong, anh ta sẽ lăn ra ngủ khi bạn chưa nói hết câu.|Helen Rowlannd
Đối với ông bố, anh chàng mà con gái mình yêu bao giờ cũng tồi tệ nhất. Luôn luôn là thế. Từ đó phát sinh biết bao chuyện lục đục trong gia đình.|Dostoievsky
Đối với người mẹ, đứa con là tất cả. Nhưng đối với đứa con, người mẹ hay người cha là một mắt xích trong cuộc đời của nó.|Benjamin Disraeli
Con cái làm dịu ngọt sự nhọc nhằn nhưng cũng làm cho sự hoạn nạn trở nên cay đắng.|Francis Bacon
Không có tình bạn, tình yêu nào như tình cha mẹ thương con.|Henry Ward Beecher
Nhà được dựng nên để sống, không phải để ngắm.|Francis Bacon
Không yêu vợ con là nuôi trong nhà một con sư tử cái và ấp một tổ chim đau buồn.|Jeremy Taylor
Gia đình là nhà tù của thiếu nữ, là xưởng thợ của đàn bà.|Bernard Shaw
Những giờ phút sung sướng nhất của đời tôi là mấy lần ít ỏi được sống trong tổ ấm gia đình.|Joseph Jefferson
Có những người cha không yêu con; nhưng chẳng có người ông nào không yêu cháu.|Victor Hugo
Gia đình là một cái tên, một ngôn từ mạnh mẽ; mạnh hơn lời của những pháp sư hay tiếng đáp của các linh hồn; đó là lời nguyện cầu hùng mạnh nhất.|Charles Dickens
Anh thấy đấy, cuộc đời của một người mẹ là chuỗi kịch tính dài liên tiếp, lúc dịu dàng và êm ái, lúc kinh hoàng. Không ngắn ngủi một giờ nhưng đầy cả niềm vui và sợ hãi.|Balzac
Hạnh phúc của người mẹ giống như đèn hiệu, soi sáng tương lai nhưng cũng phản chiếu lên quá khứ trong vỏ ngoài của những ký ức yêu thương.|Balzac
Người mẹ thật sự chẳng bao giờ rảnh rỗi.|Balzac
Một cuộc hôn nhân tốt là giữa bà vợ mù và ông chồng điếc.|Balzac
Một người chồng tốt không bao giờ đi ngủ trước vào buổi đêm và dậy sau vào buổi sáng.|Balzac
Tình yêu của người mẹ là yên bình. Nó không cần bạn phải đạt được, nó không cần bạn phải xứng đáng.|Erich Fromm
Khi bạn là một người mẹ, bạn không bao giờ thực sự cô độc trong suy nghĩ của mình. Một người mẹ luôn phải nghĩ hai lần, một lần cho bản thân và một lần cho con cái.|Sophia Loren
Gia đình bao giờ cũng vẫn là gia đình, cho dù nó không được yên ấm lắm.|Cổ ngữ
Dù nó thật tồi tàn đi nữa, nhưng không nơi nào có thể sánh được với mái ấm gia đình.|J. H. Payne
Dù là vua chúa hay dân cày, kẻ nào tìm thấy sự an bình trong gia đình là người sung sướng nhất.|Goethe
Một trong những sự trừng phạt cho việc từ chối tham gia vào các vấn đề chính trị là quý vị sẽ đi tới một kết cục bị cai trị bởi những kẻ hạ đẳng hơn mình.|Plato
Tôi biết chắc chắn rằng chừng nào bạn còn thở thì chừng ấy cuộc sống của bạn vẫn còn hy vọng.|Nick Vujicic
Hãy tập trung vào nơi bạn muốn đến. Không phải những thứ làm bạn sợ hãi|Anthony Robbins
Ngày hôm nay, tôi sẽ an ủi và động viên những ai đang nản lòng. Một cái siết tay, một nụ cười, một lời nói của tôi có thể tiếp thêm sức mạnh để họ vững tin bước tiếp.|Khuyết danh
Ngày hôm nay, trong cách ứng xử, tôi sẽ đặt mình vào vị trí của người đối diện để lắng nghe những cảm xúc của họ, để hiểu rằng những điều làm tôi tổn thương cũng có thể làm tổn thương đến họ.|Khuyết danh
Đừng bao giờ than vãn về cách người khác đối xử với mình mà hãy xem mình đã đối xử với họ ra sao.|Khuyết danh
Bạn đối xử với người khác như thế nào, họ sẽ đối xử với bạn như vậy.|Tục ngữ Gabon
Bản chất của một người không nằm ở mặt anh ta bộc lộ với bạn mà ở chỗ anh ta không hề bộc lộ với bạn.|Gibran
Hiện thực là bờ bên này; lý tưởng là bờ bên kia, ở giữa là dòng sông cuồn cuộn chảy, hành động là chiếc cầu bắc ngang sông.|Kleiloyev
Tướng giỏi sau khi thắng trận không cần ai khen và cũng không cần ai biết đến công lao.|Tôn Tử
Để hiểu nhau, tôi thích anh hoài nghi tôi để rồi có ngày tin cho chắc chắn. Tôi không thích anh vội tin tôi để đi đến hoài nghi.|M. Gorki
Hãy tin một nửa những gì anh thấy tận mắt và đừng tin những gì anh nghe được.|D. Crai
Không ai tán thưởng một cây đang trổ hoa.|Harold Philips
Khi bạn không thể thực hiện những gì ao ước, bạn nên ao ước những gì có thể làm.|Terence
Người ta thường khen chỉ để được khen. Từ chối lời khen là muốn được khen gấp hai.|La Rochefoucould
Sự quá thân mật và sỗ sàng đều làm phai nhạt tình yêu hơn là tình bạn.|Rôchepede
Thói quen làm những gì tốt đẹp nhất trần thế trở nên tầm thường.|Bade Rvew
Nếu bạn tức giận thì hãy đếm 10 trước khi nói, còn nếu bạn nổi cơn thịnh nộ thì hãy đếm đến 100.|Jeffecson
Không một người nào đã từng cười hết mình và cười xả láng lại đồng thời là người xấu xa.|Thomas Carlyle
Điều oái oăm là, nếu bạn không muốn liều mất cái gì thì bạn còn mất nhiều hơn.|Erica Jong
Bao giờ cũng nên có nhiều trí tuệ hơn lòng tự ái.|Epiquya
Khuyên răn thay cho giận dữ, mỉm cười thay cho khinh bỉ.|Epiquya
Đôi khi phải nhượng bộ mà thừa nhận rằng củ cải là củ lê.|Ngạn ngữ Đức
Hãy nhã nhặn với mọi người lúc bạn đang đi lên, vì bạn sẽ gặp họ lúc bạn đi xuống.|Miranda
Sự khiêm nhường luôn có quan hệ với khoan hồng và sự kiêu ngạo dính dáng tới ganh tị.|Rivarol
Muốn mọi người đối xử với mình thế nào thì hãy đối xử với mọi người như thế.|Karl Marx
Phải lựa thứ quần áo thích nghi với nhân cách, đừng để nhân cách mình phải chịu mang tính cách của quần áo.|E. Weeler
Ở nhiều người, lời nói đi trước tư tưởng. Họ chỉ biết những gì họ suy nghĩ sau khi đã nghe những gì mình nói.|Gustave Lebon
Người đọc biết nhiều nhưng người quan sát còn biết nhiều hơn.|A. Dumas
Một lời xin lỗi vụng về vẫn tốt hơn im lặng.|Stephen Gosson
Lời nói khéo còn hơn cả hùng biện.|Bacon
Làm người nên tự lập lấy thân, tự trọng, không nên giẫm lên gót người khác, nói theo miệng người.|Lục Cửu Uyên
Làm chuyện gì mà có điều chưa thỏa mãn thì hãy tự xét lại thân mình xem làm như thế đã phải chưa.|Mạnh Tử
Hãy nói nếu bạn có những lời lẽ mạnh hơn, nếu không, hãy im lặng.|Euripide
Đôi tai là lối vào của trái tim.|Voltaire
Đừng bao giờ ném bùn vào người khác. Bạn có thể ném trật và tay bạn chắc chắn bị bẩn.|Joseph Parker
Đừng bao giờ bắt buộc người khác làm những gì mà họ không muốn.|Tục ngữ Anh
Đi vòng mà đến đích còn hơn đi thẳng mà ngã đau.|Tục ngữ Anh
Câu trả lời gọn nhất là hành động.|Goethe
Ai vâng lời liều, hứa liều, tất nhiên khó lòng đúng hẹn.|Lão Tử
Phép lịch sự là quy tắc chi phối các mối quan hệ, đó là nghệ thuật của lòng vị tha.|Erasme
Nghệ thuật sống với nhau chính là nghệ thuật giữ khoảng cách.|O. Wide
Một trong những ưu điểm lớn nhất của diễn giả là chẳng những nói những điều cần nói mà còn biết không nói những gì không cần thiết.|Cicero
Ngoại giao là khoa học của sự nhượng bộ.|A. Musset
Những người mạnh không dùng lời lẽ lăng mạ. Họ mỉm cười.|L. Leonop
Yêu mọi người, tin vài người và đừng xúc phạm đến ai.|Shakespeare
Không bao giờ làm phiền người khác về những việc mình có thể làm được.|Jeffecson
Không có gì nguy hiểm bằng lời khuyên tốt đi kèm với gương xấu.|De Scudery
Muốn uốn cây cong cho thẳng lại, ta uốn cong nó theo chiều ngược lại.|Montaigne
Hãy cho đi cái mà bạn có. Đối với ai đó, thì món quà ấy mang một ý nghĩa mà bạn không ngờ.|Khuyết danh
Chẳng bao giờ xảy ra chuyện ta yêu mà người con gái không hề hay biết – ta tin rằng mình đã tỏ tình một cách rõ ràng bằng một giọng nói, một ánh mắt, một cái chạm tay nhẹ nhàng.|G. Greene
Tính cách không thể được phát triển trong thảnh thơi và yên ả. Chỉ qua các kinh nghiệm gian nan và đau đớn linh hồn mới có thể được tôi luyện, tầm nhìn mới được thông suốt, tham vọng mới được truyền cảm hứng và thành công mới đạt được.|Hellen Keller
Ai mà đi quá nhanh thì trên đường phẳng cũng bị vấp.|Tục ngữ Tây Ban Nha
Phẩm cách có thể biểu hiện ra trong thời khắc quan trọng, nhưng nó lại hình thành trong thời khắc không quan trọng.|Bacon
Tòa án lương tâm không bao giờ ngơi nghỉ.|T. Fuller
Số phận không ngẫu nhiên, mà là tất nhiên, nó giấu trong tính cách của bạn.|Akutawa Ryunosuke
Tính cách quá nổi trội luôn khó dung hòa với xã hội, vì vậy chúng ta thường mang tiền lẻ đi chợ chứ không phải là vàng nén.|Sanfo
Chí khí mạnh mẽ và nhiệt tình là đôi cánh vĩ đại.|Goethe
Dễ phát cáu là nhược điểm rõ ràng nhất trong phẩm cách.|Dante
Một người kiêu ngạo luôn tiêu diệt mình trong kiêu ngạo.|Shakespeare
Muốn đo lường cá tính thực sự của một người, chỉ cần quan sát anh ta thừa nhận những việc anh ta làm khi không có người phát hiện.|Markle
Người con gái có thể ca hát khi mất đi tình yêu, nhưng người giữ của không thể hát ca khi mất đi tiền bạc.|Ruskin
Yếu đuối có 2 kiểu: một là giòn, hai là mềm. Giòn thì dễ gãy, mềm thì dễ cong.|Lowell
Nóng giận là tự đem lỗi lầm của kẻ khác để trừng phạt mình.|Khuyết danh
Một người bị gọi là tự tư tự lợi không phải là vì anh ta tìm kiếm lợi ích cho mình, mà là anh ta thường hay quên mất lợi ích của người khác.|Dickens
Phẩm cách là một sức mạnh bên trong, sự tồn tại của nó có thể trực tiếp phát huy tác dụng, mà không cần nhờ bất kì thủ đoạn nào.|Emerson
Gieo hành động, bạn sẽ gặt thói quen, gieo thói quen bạn sẽ gặt cá tính, gieo cá tính bạn sẽ gặt số phận.|Napoleon Hill
Mỗi người phải kiên trì đường đi mình đã mở ra, không bị quyền uy dọa ngã, không bị quan điểm đương thời khống chế, cũng không bị thời thượng cám dỗ.|Goethe
Cá tính của một người có thể đo lường được nhờ 3 thứ sau: công việc, rượu và nói chuyện.|Khuyết danh
Mặt trời nhìn đẹp nhất khi mọc ở phía đông và lặn ở phía tây; tính nết con người nhìn rõ nhất khi còn bé và giờ phút hấp hối.|Bohr
Người nghèo hi vọng được một thứ, người xa xỉ hi vọng được rất nhiều thứ, người tham lam hi vọng được tất cả.|Mark Twain
Im lặng là câu trả lời tốt nhất với giận dữ.|Ngạn ngữ Đức
Lấp không đầy là lòng ham muốn, phá không vỡ là thành u sầu.|George Sand
Bạn giận dữ một chút thì mất đi sáu mươi giây hạnh phúc.|Emerson
Kiêu ngạo, ganh tị và tham lam là ba đốm lửa, chúng sẽ thiêu cháy lòng người.|Dante
Lương tâm trong sáng là cái gối mềm mại nhất.|Andersen
Tính cách giống như một bài thơ ly hợp – dù đọc xuôi, đọc ngược, hay đọc chéo đều giống nhau.|Emerson
Con người, ai cũng muốn dựa vào kẻ mạnh nhưng thực sự chỉ có thể dựa vào chính mình.|Tokuda Torao
Trên đường đời, hành lí của con người cần mang theo là lòng kiên nhẫn và tính chịu đựng.|Maiacopxki
Trí tuệ của con người trưởng thành trong tĩnh lặng, còn tính cách trưởng thành trong bão táp.|W. Gơt
Người nào tô điểm thêm vẻ quan trọng cho công việc tầm thường, người đó sẽ là kẻ tầm thường trong những việc quan trọng.|M. Catông
Đức hạnh lớn nhất mà bên cạnh đó, mọi đức hạnh khác đều mờ nhạt đi, đấy là không làm hại ai và tùy sức mà giúp đỡ mọi người.|Gơ-ut-sac-di-ni
Rất ít người, và hơn nữa chỉ những người tuyệt vời nhất mới có thể nói một cách giản dị và chân thành: Tôi không biết.|D. Pi-xa-rep
Chân thành là nguồn sinh ra mọi thiên tài.|C. Becnê
Những phẩm chất tâm hồn không thể bị tổn hại vì vẻ ngoài xấu xí, trong khi vẻ đẹp tâm hồn cũng ánh cả ra bên ngoài làm vẻ đẹp bên ngoài cũng trở nên đẹp.|Seneca
Tính cách của con người được bộc lộ trung thực nhất qua những sự đối xử tình cờ nhất.|I. Rađep
Sức mạnh lớn nhất thường chỉ đơn giản là sự kiên nhẫn.|Giôxep Côtman
Nhiều người nhận được lời khuyên song chỉ có những người khôn ngoan mới sử dụng được lời khuyên đó.|Syrus
Trên đời này, không có cái thái quá nào đẹp hơn cái thái quá về sự tri ân.|La Bruyere
Căn bệnh nặng nhất của tâm hồn là sự lãnh đạm.|D. Tôkenvin
Giản dị chẳng những là điều tốt đẹp nhất, mà còn là điều tốt cao thượng nhất.|T. Fontake
Không có sự vĩ đại nào lại không có sự giản dị, lòng tốt và sự thật.|L. Tônxtôi
Sự chân thành là điều tốt đẹp nhất bạn có thể đem trao tặng một người. Sự thật, lòng tin cậy, tình bạn và tình yêu đều tùy thuộc vào điều đó cả.|Elvis Presley
Nếu muốn, bạn có thể tin rằng núi cao có thể chuyển được, nhưng đừng bao giờ tin rằng con người có thể thay đổi được cá tính.|Ngạn ngữ Iran
Chỉ có ý thức độc lập và lòng tự trọng mới nâng chúng ta lên trên những nhỏ nhen của cuộc sống và những bão táp của số phận.|A. Puxkin
Người cao thượng là người không bao giờ làm một điều gì để hạ thấp người khác.|A. Ca-sơn
Thiên tài và đức hạnh giống như viên kim cương: đẹp nhất là lồng trong chiếc khung giản dị.|X. Batle
Nếu trái tim bạn là một đóa hồng, miệng bạn sẽ thốt ra những lời ngát hương.|Ngạn ngữ Nga
Giản dị là điều khó nhất trên đời: đó là sự giới hạn tột cùng của sự từng trải và là nỗ lực cuối cùng của thiên tài.|G. Xăng
Kiêu hãnh đốt nóng lòng can đảm, kích thích tài năng, phát triển tư chất tự nhiên cho tâm hồn, biết oán ghét cái hèn hạ ti tiện và không xứng đáng với thiện cảm mà tự nơi chúng ta có.|Gômông
Mình thế nào mà không dám tỏ ra như thế là mình khinh mình.|Mat-xi-lông
Can đảm là đức hạnh số một của con người vì nó đảm bảo cho tất cả những hạnh phúc khác.|Churchill
Khoảng cách giữa đạo đức và thói xấu hẹp đến nỗi chỉ vừa đủ cho hoàn cảnh chêm vào.|J. M. Braodo
Danh dự giống như viên đá quý: chỉ một vết nhỏ cũng làm mờ ánh lấp lánh của nó và làm mất toàn bộ giá trị của nó.|A. Bôsan
Tri thức làm người ta khiêm tốn, ngu si làm người ta kiêu ngạo.|Ngạn ngữ Anh
Những tâm hồn thanh nhã không bao giờ sống chung được với những kẻ thô tục tầm thường.|An Bel Bonnard
Đừng cố giò giẫm để hình thành nhân cách, điều đó cũng giống như cố bắt nụ hồng xanh nở hoa vậy. Bạn hãy sống sao cho tốt nhất, và nhân cách của bạn tự nó sẽ hình thành.|Henry James
Sự cao cả của con người nằm trong sức mạnh tư tưởng.|Tục ngữ Anh
Hãy dạy đạo đức cho con cái bạn, chỉ có đạo đức chứ không phải vàng bạc mới làm chúng sung sướng.|Beethoven
Bản chất giản dị là kết quả tự nhiên của tư tưởng sâu sắc.|Hazlitt
Sắc đẹp là hoa còn đạo đức là quả của cuộc đời.|Ngạn ngữ Mỹ
Danh dự như que diêm, cháy một lần là hết.|M. Pagnol
Thói quen là một bản tính thứ hai.|Cicero
Cái gì hấp dẫn và đẹp đẽ chẳng phải luôn luôn là tốt, nhưng cái gì tốt thì luôn luôn đẹp.|Ninonde Lenenles
Sự yêu chuộng cái đẹp là phần cốt yếu của một nhân tính lành mạnh.|J. Ruskin
Khiêm tốn bao nhiêu cũng chưa đủ, tự kiêu một chút cũng là nhiều.|Karl Marx
Khiêm tốn thật sự không có nghĩa là không biết đến những giá trị của mình mà chính là biết nhận những chân giá trị ấy.|J. C. Hare
Đức trong sạch là sự huy hoàng của con người nội tâm. Nó là sức mạnh tột đỉnh khóa chặt tâm hồn trước những điều thấp hèn và mở rộng tâm hồn trước những điều cao quý.|Jean De Rusbrock
Người có một tinh thần sâu sắc cần phải tự đào tạo một cái học để khám phá những tế nhị của lòng người.|Vauvenargues
Mỗi người đều có 3 tính cách:tính cách phô ra, tính cách họ có và tính cách họ nghĩ rằng họ có.|Khuyết danh
Can đảm gia tăng khi người ta dám liều và nỗi sợ sệt cũng gia tăng khi người ta do dự. Trong tình thế nguy cấp, sự liều lĩnh thay thế cho sự khôn ngoan.|P. Syrus
Nếu sự khiêm nhường của bạn khiến mọi người để ý thì hẳn có chút đó chẳng bình thường.|M. Ghenin
Dễ dãi là phương châm của thể xác và là tro nguội của tâm hồn.|Ngạn ngữ Đức
